Component Name,Original Filename,Area,Mass Info,Sample Name
Glutamate 146/128,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,2710000,146.0 / 128.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266,3650,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90mincit | Sample Number = 266
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,4180,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,5270,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,4080,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,6950,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,2540,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306,5180,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min24 | Sample Number = 306
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,4280,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,5260,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,4620,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,3760,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,3520,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,2480,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,3660,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,1800,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,4790,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,4190,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290,6100,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min22 | Sample Number = 290
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,3840,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,4320,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,3930,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,2430,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,3430,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,4520,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,4340,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,3030,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,1120,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,3020,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,825,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,1400,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,3560,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,3030,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,2750,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,3850,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,2020,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,1820,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,3070,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,2550,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,1540,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,1610,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min10 | Sample Number = 156
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min11 | Sample Number = 164
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min12 | Sample Number = 172
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min13 | Sample Number = 180
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min8 | Sample Number = 140
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min9 | Sample Number = 148
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min10 | Sample Number = 149
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min11 | Sample Number = 157
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min12 | Sample Number = 165
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min13 | Sample Number = 173
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min14 | Sample Number = 181
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min9 | Sample Number = 141
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min10 | Sample Number = 166
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min11 | Sample Number = 174
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min12 | Sample Number = 182
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min7 | Sample Number = 142
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min8 | Sample Number = 150
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min9 | Sample Number = 158
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min10 | Sample Number = 167
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min11 | Sample Number = 175
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min12 | Sample Number = 183
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min7 | Sample Number = 143
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min8 | Sample Number = 151
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min9 | Sample Number = 159
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min10 | Sample Number = 168
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min11 | Sample Number = 176
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min12 | Sample Number = 184
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min7 | Sample Number = 144
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min8 | Sample Number = 152
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min9 | Sample Number = 160
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min10 | Sample Number = 169
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min11 | Sample Number = 177
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min12 | Sample Number = 185
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min7 | Sample Number = 145
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min8 | Sample Number = 153
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min9 | Sample Number = 161
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min10 | Sample Number = 170
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min11 | Sample Number = 178
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min12 | Sample Number = 186
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min7 | Sample Number = 146
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min8 | Sample Number = 154
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min9 | Sample Number = 162
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min10 | Sample Number = 171
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min11 | Sample Number = 179
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min7 | Sample Number = 147
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min8 | Sample Number = 155
Lactate 90/90,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163,0,90.0 / 90.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min9 | Sample Number = 163
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288,67800,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min20 | Sample Number = 288
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296,68300,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min21 | Sample Number = 296
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280,67800,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min19 | Sample Number = 280
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310,60200,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min23 | Sample Number = 310
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272,61500,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min18 | Sample Number = 272
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312,51800,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min23 | Sample Number = 312
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309,49200,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min23 | Sample Number = 309
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302,54900,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min22 | Sample Number = 302
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293,41600,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min21 | Sample Number = 293
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270,40600,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min18 | Sample Number = 270
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294,50300,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min21 | Sample Number = 294
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304,43000,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13G13CglcG9240min22 | Sample Number = 304
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279,40400,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min19 | Sample Number = 279
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286,54700,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min20 | Sample Number = 286
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285,43100,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min20 | Sample Number = 285
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295,44900,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min21 | Sample Number = 295
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300,31400,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min23 | Sample Number = 300
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301,44100,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min22 | Sample Number = 301
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278,35300,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13E13CglcG960min19 | Sample Number = 278
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303,40900,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min22 | Sample Number = 303
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287,41500,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min20 | Sample Number = 287
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271,41700,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min18 | Sample Number = 271
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269,43500,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min18 | Sample Number = 269
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277,38600,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13D13CglcG930min19 | Sample Number = 277
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311,42500,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13F13CglcG9120min23 | Sample Number = 311
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292,34400,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min22 | Sample Number = 292
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308,39000,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min24 | Sample Number = 308
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284,29300,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min21 | Sample Number = 284
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276,34100,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min20 | Sample Number = 276
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268,31400,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min19 | Sample Number = 268
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307,18600,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min26 | Sample Number = 307
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265,31300,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13C13CglcG915min18 | Sample Number = 265
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283,24400,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min23 | Sample Number = 283
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267,23100,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min21 | Sample Number = 267
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299,17200,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min25 | Sample Number = 299
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291,18500,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min24 | Sample Number = 291
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275,23700,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13B13CglcG95min22 | Sample Number = 275
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297,1120,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min21 | Sample Number = 297
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313,429,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min23 | Sample Number = 313
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305,1030,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min22 | Sample Number = 305
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281,962,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min19 | Sample Number = 281
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289,625,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min20 | Sample Number = 289
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273,826,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13H66DDglcG9240min18 | Sample Number = 273
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298,451,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min23 | Sample Number = 298
Lactate 92/92,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274,1070,92.0 / 92.0,TA13Cglucosewithvaryingglc2Sept13A13CglcG90min20 | Sample Number = 274
